submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-10-14 11:16:19","2017-10-14 10:17:02","2017-10-14 11:16:15","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",54,"Nguyen khac cuong",148,"Nam",58,"Khác","Nùng","Chưa học hết cấp II","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:da184b3a-db4b-4e35-b07c-388673417ceb"
"2017-10-14 10:01:10","2017-10-14 09:24:18","2017-10-14 10:01:04","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",50,"LE THI KIM LY",271,"Nữ",64,"Kinh","","Chưa học hết tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","KHONG CO","uuid:9beb1c48-5985-4952-85b0-6dc12e086de9"
"2017-10-12 08:22:04","2017-10-12 07:43:33","2017-10-12 08:22:01","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",5,"Nguyen khac cuong",148,"Nam",57,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Cơ quan nhà nước","","Khong co","uuid:72baca97-cfea-47fe-9f65-1a4300b4a746"
"2017-10-15 16:38:41","2017-10-15 15:45:00","2017-10-15 16:38:36","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",50,"Nguyen khac cuong",148,"Nữ",50,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:886bc4c6-fcf3-4664-a2ff-e7522ae7ddcc"
"2017-10-10 09:42:26","2017-10-10 08:51:59","2017-10-10 09:42:22","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",12,"Nguyen khac cuong",148,"Nam",31,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Kinh doanh","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:81051bca-d370-4600-bff1-96a769dfaf19"
"2017-10-11 10:26:15","2017-10-11 09:36:06","2017-10-11 10:25:57","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",15,"Nguyen thi thao",11,"Nam",36,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Nhan vien xa","Quản lý / Giám sát / Điều hành","","Cơ quan nhà nước","","Khong co","uuid:f5f4c1ea-e6a2-4cc7-9baf-f23a8f67f909"
"2017-10-11 08:12:41","2017-10-11 07:29:50","2017-10-11 08:12:35","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",8,"LE THI KIM LY",271,"Nữ",42,"Kinh","","Chưa học hết cấp II","Tho may","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:a22bf7ca-5957-4a3a-8c39-a49da778a586"
"2017-10-11 09:28:38","2017-10-11 08:48:29","2017-10-11 09:28:33","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",13,"Tran phuong thao",300,"Nữ",32,"Kinh","","Tốt nghiệp cấp III","Cong nhan","Lao động có tay nghề","","Công nghiệp (Nước ngoài/Liên doanh)","","Khong co","uuid:dd3c6c10-b455-4961-a0ad-ed62fb142caf"
"2017-10-15 08:10:02","2017-10-15 07:28:07","2017-10-15 08:09:58","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",12,"Nguyen thi thao",11,"Nữ",35,"Khác","Hoa","Học xong tiểu học","Lam vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:f645f937-02a0-464d-bf2f-a34439239d0f"
"2017-10-10 08:05:12","2017-10-10 07:17:16","2017-10-10 08:05:06","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",2,"Pham giang hoi",219,"Nam",58,"Kinh","","Chưa học hết cấp II","Lam muon","Lao động không có tay nghề","","Khác","Lam thue","Khong co","uuid:07551607-f69f-4257-b2b4-5d48398a9cd4"
"2017-10-15 08:57:44","2017-10-15 08:16:36","2017-10-15 08:57:39","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",8,"Nguyen thi hong hiep",256,"Nam",64,"Kinh","","Chưa học hết cấp II","Nghi o nha","Không có việc làm","","Dịch vụ/Kinh doanh (Tư nhân)","","Hoi lang tai","uuid:f7a67ca2-9915-402f-b9fb-9e1184160c53"
"2017-10-14 14:56:27","2017-10-14 14:12:50","2017-10-14 14:56:22","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",5,"TRAN PHUONG THAO",300,"Nữ",42,"Kinh","","Chưa học hết cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:fb79af7e-9e56-47ab-85a6-c4f03169fb62"
"2017-10-10 09:08:27","2017-10-10 08:10:11","2017-10-10 09:08:22","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",3,"Nguyen thi thao",11,"Nữ",51,"Kinh","","Chưa học hết cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:e3082263-d927-4b2e-a8f8-dc9ba62a03ff"
"2017-10-14 17:02:26","2017-10-14 16:28:32","2017-10-14 17:02:21","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",12,"Ho le kieu mi",215,"Nữ",49,"Kinh","","Chưa học hết cấp II","Cong nhan cao su","Lao động không có tay nghề","","Công nghiệp (Nhà nước)","","Khong","uuid:d418a668-ca53-4b1c-b192-64733ee0c865"
"2017-10-10 14:29:34","2017-10-10 13:30:13","2017-10-10 14:29:29","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",16,"Pham giang hoi",219,"Nữ",57,"Kinh","","Chưa học hết cấp III","Lam vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:2fcafe47-99e5-4587-b75f-19008858a97b"
"2017-10-12 14:07:45","2017-10-12 13:30:31","2017-10-12 14:07:35","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",2,"Pham giang hoi",219,"Nam",62,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:8dac7a24-a377-4853-a47e-dba82f956f5a"
"2017-10-10 10:35:28","2017-10-10 09:42:35","2017-10-10 10:35:20","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",6,"Nguyen khac cuong",148,"Nữ",43,"Kinh","","Chưa học hết cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:7293772e-dcaa-4fc9-9256-12a013c87e2c"
"2017-10-11 10:15:28","2017-10-11 09:17:20","2017-10-11 10:15:17","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",9,"Nguyen khac cuong",148,"Nam",46,"Kinh","","Chưa học hết cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:cb2d24d2-d655-4a98-ab0f-3a5a948032e7"
"2017-10-12 10:25:24","2017-10-12 09:42:01","2017-10-12 10:25:19","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",13,"Tran phuong thao",300,"Nam",66,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Dịch vụ/Kinh doanh (Nhà nước)","","Khong co","uuid:c5935c1c-485a-462b-8751-f3dfc843fbc5"
"2017-10-10 16:52:46","2017-10-10 16:16:21","2017-10-10 16:52:42","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",6,"Tran phuong thao",300,"Nam",52,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:86ebd4bd-234c-4e50-a8e6-6967693e3965"
"2017-10-15 09:36:11","2017-10-15 08:59:49","2017-10-15 09:36:07","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",8,"Pham giang hoi",219,"Nam",45,"Khác","Hoa","Không qua trường lớp đào tạo nào","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Da so o trong ray, khong nghe ro tieng viet","uuid:da77722e-51c5-4af0-9a7a-ad2bafd9c40c"
"2017-10-12 11:00:26","2017-10-12 10:27:11","2017-10-12 11:00:22","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",17,"LE THI KIM LY",271,"Nữ",39,"Kinh","","Tốt nghiệp cấp III","Kinh doanh","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:3fb9359e-53f1-47d0-a6eb-262a992fc5c5"
"2017-10-15 09:28:25","2017-10-15 08:51:53","2017-10-15 09:28:23","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",5,"TRAN PHUONG THAO",300,"Nữ",49,"Khác","Hoa","Không qua trường lớp đào tạo nào","Lam thue","Lao động không có tay nghề","","Khác","Lam thue","Khong co","uuid:eba5aa3a-81d6-41ea-9538-695b4491eab0"
"2017-10-15 16:09:19","2017-10-15 15:02:16","2017-10-15 16:09:14","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",20,"Nguyen thi hong hiep",256,"Nữ",54,"Kinh","","Học xong tiểu học","Cong nhan","Lao động có tay nghề","","Công nghiệp (Nước ngoài/Liên doanh)","","0","uuid:fe425df8-79d1-40ef-932d-14af23bfe758"
"2017-10-13 15:30:29","2017-10-13 14:48:33","2017-10-13 15:30:24","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",8,"Pham giang hoi",219,"Nam",63,"Kinh","","Tốt nghiệp cấp II","O nha noi tro","Nội trợ (và không làm thêm)","","Khác","O nha noi tro","Khong co","uuid:ff1d0fb3-b096-4a85-82c1-25d089a8bf76"
"2017-10-11 17:16:26","2017-10-11 15:49:47","2017-10-11 16:53:00","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",12,"Nguyen thi thao",11,"Nữ",35,"Kinh","","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:89022763-9515-4963-9385-0559cd39d562"
"2017-10-12 10:16:11","2017-10-12 09:37:18","2017-10-12 10:16:07","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",8,"Nguyen thi thao",11,"Nam",50,"Kinh","","Tốt nghiệp cấp III","May mac","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:dcbeafd4-a9bc-4094-a32a-b996ce10b2a9"
"2017-10-11 09:17:01","2017-10-11 08:30:11","2017-10-11 09:16:56","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",18,"Nguyen khac cuong",148,"Nam",56,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:9412cbbb-07cf-4d86-800d-79d039032c75"
"2017-10-12 15:16:31","2017-10-12 14:35:49","2017-10-12 15:16:30","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",5,"Nguyen thi thanh thanh",251,"Nữ",59,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:b548e81c-5a4a-4893-89f3-4e29cc10def0"
"2017-10-13 07:55:42","2017-10-13 07:16:15","2017-10-13 07:55:39","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",11,"Nguyen thi thanh thanh",251,"Nữ",32,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Tư nhân)","","0","uuid:216a7200-5739-4275-ad04-dd5485e8865c"
"2017-10-13 10:09:20","2017-10-13 09:24:17","2017-10-13 10:09:18","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",8,"Nguyen thi thanh thanh",251,"Nam",35,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Quan ly cong ty","Quản lý / Giám sát / Điều hành","","Dịch vụ/Kinh doanh (Nước ngoài/Liên doanh)","","0","uuid:1c4068b0-3004-4028-9b0b-1a582494e519"
"2017-10-10 15:11:02","2017-10-10 14:33:22","2017-10-10 15:11:01","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",2,"Nguyen thi thanh thanh",251,"Nam",31,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:6aff5646-5512-4a29-8a5a-aee4fad998dd"
"2017-10-10 15:19:19","2017-10-10 14:29:53","2017-10-10 15:19:12","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",4,"Pham giang hoi",219,"Nam",57,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:0f93d67c-f37a-493f-ac9d-44922e02a6c4"
"2017-10-10 15:57:27","2017-10-10 15:09:53","2017-10-10 15:57:20","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",15,"LE THI KIM LY",271,"Nam",61,"Kinh","","Tốt nghiệp cấp III","Lam vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:d2ea7ddb-079e-4c13-bab9-70c89bbd1f69"
"2017-10-14 15:26:11","2017-10-14 14:51:05","2017-10-14 15:25:59","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",11,"Nguyen thi thao",11,"Nữ",65,"Kinh","","Chưa học hết tiểu học","Cao mu cao su","Lao động không có tay nghề","","Công nghiệp (Nhà nước)","","Khong co","uuid:996a97c5-f8cf-4c8c-8ae6-5928c921d0de"
"2017-10-15 08:51:43","2017-10-15 08:13:46","2017-10-15 08:51:38","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",9,"Ho le kieu mi",215,"Nữ",69,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong","uuid:edc22c7b-b4de-432a-a215-258629d8c483"
"2017-10-15 15:30:24","2017-10-15 14:52:59","2017-10-15 15:30:20","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",10,"Pham giang hoi",219,"Nữ",38,"Khác","Mường","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:62bfa1ef-921f-4ac7-a12f-0557ee10879c"
"2017-10-14 15:08:04","2017-10-14 14:17:53","2017-10-14 15:07:59","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",2,"Nguyen thi hong hiep",256,"Nữ",49,"Kinh","","Tốt nghiệp cấp III","Ke toan kho","Nhân viên văn phòng / Bán hàng","","Dịch vụ/Kinh doanh (Nhà nước)","","So tiet lo thong tin nen trong luc trao doi hay hoi lai","uuid:59408a4d-7dce-4eee-af2f-b5cac8ac0159"
"2017-10-12 17:50:54","2017-10-12 15:39:12","2017-10-12 17:50:50","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",8,"Nguyen thi hong hiep",256,"Nữ",28,"Kinh","","Tốt nghiệp cấp III","Ban quan li cho","Quản lý / Giám sát / Điều hành","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:611b3c00-7afd-444b-a32f-dca3551c8a3c~1"
"2017-10-10 14:15:32","2017-10-10 13:26:52","2017-10-10 14:15:22","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",1,"Nguyen khac cuong",148,"Nam",49,"Kinh","","Tốt nghiệp cấp III","Nong nghiep","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:44477a13-5690-409f-bb6f-bc181face041"
"2017-10-15 15:12:00","2017-10-15 14:31:45","2017-10-15 15:11:56","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",48,"LE THI KIM LY",271,"Nam",57,"Kinh","","Chưa học hết cấp II","Buon ban nho","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:09ed2dfe-ca85-42c0-a286-fe3bc33d63b3"
"2017-10-13 09:13:46","2017-10-13 08:38:03","2017-10-13 09:13:37","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",4,"Ho le kieu mi",215,"Nữ",37,"Kinh","","Học xong tiểu học","Cong nhan","Lao động không có tay nghề","","Công nghiệp (Nhà nước)","","Khong","uuid:f94395c0-85ff-444e-8b14-3d0028422cfb"
"2017-10-13 14:05:17","2017-10-13 13:13:35","2017-10-13 14:05:16","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",4,"Nguyen thi thanh thanh",251,"Nữ",52,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:8372ecdc-f71a-4d22-ad73-798cd857e553"
"2017-10-11 15:46:35","2017-10-11 15:01:01","2017-10-11 15:45:47","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",12,"Nguyen thi hong hiep",256,"Nam",57,"Kinh","","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:03a726ad-0c46-418e-b1b5-572e8de024ca"
"2017-10-14 14:12:40","2017-10-14 13:24:46","2017-10-14 14:12:36","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",3,"Nguyen khac cuong",148,"Nam",36,"Kinh","","Chưa học hết cấp III","Sua xe may","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:563ddd92-6f94-4691-8318-4deac208cfe4"
"2017-10-13 15:59:02","2017-10-13 15:19:47","2017-10-13 15:58:53","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",13,"Ho le kieu mi",215,"Nam",38,"Kinh","","Tốt nghiệp cấp II","Lam thue","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:985bfab3-b25c-49ab-9b49-1d1fb6a0478f"
"2017-10-11 16:21:23","2017-10-11 14:24:21","2017-10-11 15:08:08","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Nông thôn",20,"Le thi kim ly",271,"Nam",34,"Kinh","","Tốt nghiệp cấp III","Tho xay dung","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:8b74e98e-d3e6-4733-94f5-a9e4028036d4"
"2017-10-12 14:51:56","2017-10-12 14:06:45","2017-10-12 14:51:51","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",12,"LE THI KIM LY",271,"Nữ",50,"Kinh","","Chưa học hết cấp III","Buon ban nho","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:014014f7-3790-45d3-a508-b2bef567bbe1"
"2017-10-11 17:16:16","2017-10-11 15:02:35","2017-10-11 15:49:20","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",18,"Nguyen thi thao",11,"Nam",64,"Khác","Hoa","Tốt nghiệp cấp III","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:94db6594-6579-4fa2-8a06-a89b713f6c29"
"2017-10-12 14:11:41","2017-10-12 13:26:51","2017-10-12 14:11:36","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",9,"Nguyen thi thao",11,"Nữ",54,"Kinh","","Chưa học hết cấp III","Tho may","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:372e504a-6e80-4e27-a475-4189653cca5c"
"2017-10-12 08:33:40","2017-10-12 07:33:08","2017-10-12 08:33:38","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",18,"Nguyen thi thanh thanh",251,"Nam",64,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:7f988757-9c64-4330-a76d-08f77f40d210"
"2017-10-13 14:46:22","2017-10-13 14:01:53","2017-10-13 14:46:18","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",20,"Nguyen khac cuong",148,"Nam",43,"Kinh","","Tốt nghiệp cấp II","Lam tho han","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:a188b2d7-8e3d-4410-9f55-04f357823cea"
"2017-10-13 09:36:03","2017-10-13 09:01:24","2017-10-13 09:35:56","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",16,"Tran phuong thao",300,"Nam",54,"Kinh","","Chưa học hết cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:7e39ec81-c323-4f81-907a-52b23a020a90"
"2017-10-14 09:20:09","2017-10-14 07:53:29","2017-10-14 09:20:05","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",40,"LE THI KIM LY",271,"Nữ",46,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Giao vien","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","Khong co","uuid:b8131c06-e05b-4a2a-8cf4-833a7ca91f04"
"2017-10-13 09:48:50","2017-10-13 09:15:12","2017-10-13 09:48:45","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",5,"Nguyen thi thao",11,"Nữ",54,"Kinh","","Chưa học hết tiểu học","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:300a3cce-aa30-40c6-843d-3c325d82d232"
